Pct,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
0.55,2296,3800,7000,13822,18900,21501,22005,27500,33000,39311,40500,45045,46200,49400,50000,50000,51001,53101,52825,58250,59500,58051,59504,59368,60000,59005,63961,60052,62150,62002,60205,63930,62001,65016,60210,65739,60500,65100,60692,62000,60032,59000,60012,56000,64848,62400,60000,65052,60611,60802,60745,65000,65001,67030,61565,62105,60350,65499,59011,57161
0.56,2410,4000,7000,14000,19762,22000,23001,28000,33800,40000,41012,46004,47355,50000,50001,50026,51700,55000,54534,60000,60001,60000,60000,60000,60160,60000,65002,62000,64000,64152,61000,65000,64400,65502,61006,68899,62000,66111,62000,64000,61020,60004,61000,58001,65034,63000,60100,66835,62449,61542,62080,67001,66291,68058,62583,62978,62001,68300,59496,57288
0.57,2500,4010,7013,14618,20000,22000,24000,28700,35000,40000,42000,46702,48001,50001,50172,50285,52505,55021,55230,60000,60100,60006,60010,60020,61210,60061,65765,62550,65100,65902,62500,66203,65420,66985,62001,70005,63500,67100,64504,65001,62800,60351,62000,59200,67012,65000,61234,67800,63602,63097,63631,67584,68450,68400,63120,64841,64470,71167,61382,58640
0.58,2500,4400,7945,15000,20000,22750,24500,30000,35000,40011,42401,48000,49005,50145,51201,51021,54030,56000,56055,60009,61200,60315,60416,61000,62510,61100,68000,65001,66676,68000,64748,68241,67501,68465,64000,71033,65001,68800,65002,66000,63520,61648,63015,60001,68205,65776,63361,70017,65000,65000,64159,69504,71719,70100,64480,65401,65502,75645,62220,59000
0.59,3000,4682,8000,15000,20000,23150,25000,30000,35000,40300,43605,49399,50000,51000,52010,52005,55001,57000,57223,61300,62513,61207,62050,62400,63850,62200,69600,65884,68800,70000,65205,70000,70000,70000,65001,73006,66003,70005,67000,69150,65006,63792,65000,60011,70000,67884,66278,72000,66900,65851,65022,70002,72314,72012,65881,67382,65914,79445,62320,61745
0.6,3000,5000,8501,15230,20001,24000,25000,30002,35083,41000,45000,50000,50000,52000,53030,53062,56000,58060,58241,63007,65000,62401,64012,64900,65007,63503,70352,66602,70001,70210,67000,70100,70165,70101,67284,75000,68038,70572,70002,70272,65500,65005,66000,61501,70997,70000,68002,73003,68220,66530,67000,72905,73425,73800,66755,70000,68246,80672,63384,63377
0.61,3000,5000,8960,16000,20730,24187,25000,31000,36000,42000,45001,50001,50010,52650,55000,54240,57501,59810,60000,65000,65200,64200,65102,65100,65800,65002,71775,67601,70105,72500,68502,71202,71790,71803,70000,75400,70000,73000,70206,75000,68320,67614,68058,62502,72610,70003,70000,75000,70350,68046,67960,73510,75000,74666,67887,72000,70385,81013,64020,63389
0.62,3001,5000,9000,16000,21002,25000,25035,32000,36202,43000,45202,50039,50080,53502,55061,55002,60000,60002,60000,65156,67001,65200,66523,66340,67006,65668,72617,70001,71062,74011,70000,73200,74298,72500,70007,76550,70200,75000,72206,75305,70000,69500,70000,64866,75003,70503,70375,77003,71220,70030,70000,75000,77580,76782,68965,72436,72000,82380,64982,65856
0.63,3300,5000,9183,17000,21750,25000,26000,32025,37319,44010,47000,50355,51020,55000,56101,55401,60001,60075,60200,66857,68682,67009,68010,68002,68002,67506,74015,70081,73204,75115,70401,74250,75000,75000,71010,78661,71150,75026,75000,77040,70803,70550,70515,65523,75840,73006,72002,78500,74203,71000,70800,75699,78582,78194,72600,74395,72121,83516,65583,67182
0.64,3500,5000,10000,17500,22001,25000,27225,33501,38000,45000,48000,52005,52002,55215,57780,56139,60035,60850,62000,68005,70001,69211,69603,70000,70000,70000,75100,72221,75150,76022,71016,75060,75655,75310,73451,80116,73006,76162,75009,79202,72758,72000,72000,67900,77005,75000,73504,80030,75115,72135,73291,77269,80001,79085,74496,77710,73496,85215,68041,73999
